,slope,inter,rvalue,r2,eta_0,omega,meth_init,system_size,var_init,abs_der,saturating_std,saturating_der,saturating
cg10509254,0.001159451460504622,0.1434404908608595,0.5496385164641019,0.3021024987808588,0.9305968299910508,0.001667651532431354,0.13887797522553874,42.612239113666405,1.7129172854589392,0.0011363016241088613,False,False,False
cg11970349,0.0022770540969142754,0.1423452875015554,0.8007112525357195,0.6411385099373208,0.6150641022890535,0.006211734399915416,0.13176959985053363,92.25837116646461,10.261962096761293,0.0017164444605356891,False,False,False
cg20012601,-0.0022315330292472517,0.7735400315571621,-0.6586035196826467,0.4337585961383705,0.009995910447538111,0.003389715478778556,0.7796168697369364,29.664267452312764,1.6828293579284663,0.00192286151554945,False,False,False
cg22127570,0.0010447417587725084,0.12452787317831573,0.5545063424164144,0.3074772837800298,0.7714723752673261,0.0018260823295678497,0.12073864602367691,49.542976318157216,1.7669076879922023,0.0010082041918142003,False,False,False
cg25148589,0.0014534952042968372,0.12250379815743706,0.6355154236508247,0.4038798536980872,0.9828340146790977,0.0018296230504575878,0.12076878193803955,64.31208478977503,5.656416735592557,0.0013377907409683556,False,False,False
cg00059225,0.0021299854230887308,0.29794902938135637,0.743650491495987,0.5530160535022232,0.5579821295992751,0.013350953239931861,0.2760315383579108,90.08406088010783,13.168809355167912,0.0011319916038781599,False,False,False
cg00808170,0.0020271417105080076,0.4866703732436069,0.600064609241011,0.3600775352635672,0.7911385800969777,0.009925143193779094,0.4682415803486977,33.23886275681201,2.7060424431868917,0.0013117819417459414,False,False,False
cg02161292,0.0020243031453192604,0.5858953242116662,0.5482641503109097,0.30059357851614377,0.9978778967452268,0.006320763428094851,0.5767416280950897,16.742966707784788,1.0570239367421421,0.0015070776865063365,False,False,False
cg04044664,0.0013981850605882856,0.15964335392500306,0.6566052322304226,0.43113043099236714,0.41834031912691116,0.007208938569330385,0.1523323131408052,94.17408824777989,10.698201695720027,0.001002291000138898,False,False,False
cg06526721,-0.0038047894271493582,0.5663613996553925,-0.7335510177777306,0.5380970956827444,0.22775039805641473,0.02442382727119185,0.6441885146063759,24.49118196001815,1.6308073645729837,0.0011290734275949184,False,False,False
cg07035165,0.0016403817885060868,0.16075566444568481,0.5634558748501256,0.3174825229031204,0.48372899367467076,0.006828543779125448,0.1501743556745521,31.581257879406166,0.8786831608835004,0.0012319446119518533,False,False,False
cg07485775,0.0017530784876087049,0.6825879624447589,0.5988302996091458,0.35859772772997933,0.9148456338062456,0.011543958629538035,0.6679918592143455,33.14680296601461,2.828017875413483,0.0010082809365649955,False,False,False
cg07850154,-0.003161218885719951,0.568142396408646,-0.7407596925354712,0.5487249220852459,0.17886764197943436,0.012959000348131392,0.5971642506460147,41.68738113168031,8.769703544286065,0.0016886274091492143,False,False,False
cg09510752,-0.0017711700415337615,0.8479547085896648,-0.5981317464927755,0.3577615861624978,0.010978060962721308,0.0023286222358503894,0.850568795208138,39.19310558790351,3.6865222222991916,0.0015854369528336485,False,False,False
cg10475970,0.001485122398118129,0.21712572511101536,0.5811157316222851,0.3376954935389037,0.9929044802525242,0.0020906161805718253,0.21511142555289828,34.599359952089394,1.5938804355122653,0.0013471733772879714,False,False,False
cg10608615,-0.002320701931441214,0.7087746698217541,-0.7293739360448527,0.5319863385815609,0.37963055778598587,0.010564362008851063,0.7277920995336318,66.17268992428717,9.501407553219343,0.0014213469448333801,False,False,False
cg12619504,-0.0020617253663861336,0.735058501362113,-0.657868091566113,0.43279042590083966,0.03425442963264299,0.003426208940306874,0.740722289983211,45.38389071457509,5.432120376226362,0.0017782291522546636,False,False,False
cg13900817,-0.002489253108465124,0.5455869035579834,-0.675262619969077,0.4559796059275021,0.28230503812062263,0.017024935924558362,0.5779602443292324,49.36455394092707,12.048273794873,0.001087491325833112,False,False,False
cg14566959,0.0030594966294852444,0.4313141895548074,0.7600353381133443,0.5776537151810657,0.8970815282813622,0.009463976804262647,0.4095016790231878,36.80100609481159,2.9777783759935046,0.001968818378132061,False,False,False
cg17621438,-0.003149646762396896,0.48609007231733814,-0.7679913230219807,0.5898106722370523,0.13978674022284937,0.01570373069054256,0.5213407419084849,44.09303701590208,7.854522955709864,0.0014579912879842168,False,False,False
cg17814758,-0.0017669853750003194,0.7443865424271462,-0.5785942963757864,0.33477135979859135,0.49991353727693383,0.01147757441545765,0.7650768472148985,43.23530656050962,2.2049929113423334,0.001083291405633035,False,False,False
cg18358723,0.0015915473796846015,0.11739836958776373,0.6313223462653675,0.3985679048940086,0.9805561396078551,0.0020523158454709024,0.11355151277801372,38.053750471357496,1.360899534750834,0.001479271067588755,False,False,False
cg21874213,-0.001789578805236465,0.7104999615726242,-0.6800351284771923,0.4624477759629914,0.006864227093730662,0.0028976536473224713,0.7145268601144865,419.5228549719831,533.3838282025761,0.001579841757004886,False,False,False
cg23500537,0.002730430361733037,0.3011042329064858,0.8352518776796382,0.6976456991673612,0.9985458601148558,0.0046989165407044006,0.2939998271535963,76.97399689430338,7.957390105171559,0.002168916776899086,False,False,False
cg26578682,0.0014693002122555079,0.2555147746150924,0.5649441533281411,0.31916189637965015,0.9899746975723195,0.002237830009851267,0.2519741584757332,28.940647753820116,0.9678172863565049,0.0013502519787270935,False,False,False
cg00244776,-0.002175197584647577,0.6638631078478112,-0.655857890756585,0.4301495728676765,0.4104492702199554,0.014428161998962213,0.6884177157642326,52.52632395385873,8.196432907345935,0.00109461175001325,False,False,False
cg00434010,0.0012337391026906615,0.14436475059681872,0.5572777198981713,0.3105584570949047,0.4544968168936127,0.00517380285396464,0.13592420365607824,52.341292667294276,2.797171980409532,0.00103464759214756,False,False,False
cg01850269,0.0012997561700620512,0.12935890691677315,0.5702328641180691,0.3251655193202962,0.9789511205482958,0.0016723121257642538,0.1267382604207013,43.30225132566772,2.286626545055558,0.0012260285648701128,False,False,False
cg02400433,0.001051734760490735,0.12087794116837616,0.584837628497655,0.3420350517067611,0.9461971629549891,0.001385547317715261,0.11868067356371687,60.531067236927726,2.7435999143904506,0.0010121428662212433,False,False,False
cg04052934,-0.0025238583452269394,0.7905389111020634,-0.7053177182402555,0.4974730836636404,0.43058042421598786,0.010494664406442923,0.8114114164191744,43.57108901641033,3.6986713319258597,0.001554179241593663,False,False,False
cg04064963,-0.0019515075735454025,0.6741908435057884,-0.6603060200908959,0.4360040401682786,0.06595285918620154,0.003795077214426426,0.6802097784748947,51.40660350317615,5.61375664128198,0.0016566637728505633,False,False,False
cg07437546,-0.0015068955475438489,0.7632801737894696,-0.5679605978056717,0.3225792406597759,0.05311702130916768,0.002385040109630204,0.7669392132562453,43.06970424390718,3.9841287016379843,0.0013736081353675038,False,False,False
cg07516196,-0.002102178737425812,0.678734407304051,-0.5685300858629426,0.3232264585313249,0.09125895849414747,0.004307886713218603,0.6860397849715838,32.59784047526628,4.835308100267866,0.0017387654636517474,False,False,False
cg08027484,0.0013473039327728269,0.4890134981862806,0.5627589497781219,0.3166976355553747,0.995480938345239,0.003032802065986934,0.4859997331084582,53.01128790258908,6.0457443380711595,0.001176063053373497,False,False,False
cg08248751,-0.0011355821474453714,0.6003746893118113,-0.5617277041958632,0.31553801366115514,0.012122982880161455,0.0021162642309597106,0.6020801606525641,90.16772969772771,13.463450201019306,0.001031984113973967,False,False,False
cg08541518,0.001245285846012776,0.1212361671893338,0.5716316499551135,0.32676274323040544,0.9909943317338074,0.0015078694961442017,0.12072141062832284,75.62127743111887,8.748619391226107,0.0011457289317470087,False,False,False
cg11726150,-0.001098638595246392,0.8765447278965781,-0.6326231866966017,0.40021209634616334,0.005775264440605232,0.0012993169586952152,0.8760586060921869,66.90767009372138,2.75309926452934,0.00100598156194249,False,False,False
cg11934419,-0.001533616931625648,0.7786625684335199,-0.5879449056930633,0.34567921213042513,0.022701905305025392,0.0022871420533023185,0.7829470535285505,53.63767491324069,6.296019620065179,0.0014153062056450542,False,False,False
cg12457773,0.0012317237926419348,0.13746530546862024,0.5504665344529114,0.30301340555259826,0.9712889714081591,0.0016725451071561814,0.13290159995517833,43.66060790495527,2.4162407887946538,0.0012062813882834768,False,False,False
cg14167688,-0.001336355595423658,0.755904718385134,-0.5973948826613221,0.35688064582993484,0.03507576425847234,0.002099547910350466,0.7605145736782403,62.897056802153664,5.8735257626707185,0.0012608475782784451,False,False,False
cg14571710,-0.0011235563827983234,0.5918961798781237,-0.5605686151133042,0.3142371722500478,0.08706837861377854,0.002496317850526874,0.5942942764178376,150.5834790647098,42.842935281570135,0.0010114140113510973,False,False,False
cg16604233,-0.0026428145209925207,0.7080342094871838,-0.6041538505583329,0.3650018751444605,0.4155280956315185,0.01600522435415049,0.7438390503957062,23.840137997562827,1.4190441718978777,0.0012443967972705693,False,False,False
cg16655791,0.001203858037251902,0.12376196399992138,0.6036991795076555,0.36445269933821645,0.9938204767432138,0.0014293889866960569,0.12430678024129269,66.90381622532566,4.9172074747281,0.001092841154682929,False,False,False
cg18651026,-0.0023778778516185023,0.7136479030974142,-0.779112569380196,0.6070163957662108,0.46244214952972085,0.01706606971015233,0.7446401857226344,104.12644261777145,23.423340002179103,0.0010366556313060613,False,False,False
cg21572722,0.002968164753479398,0.262067667986681,0.8752360909432347,0.7660382148895942,0.5762310461967116,0.017072901084261596,0.22289494136099558,150.45076352682986,29.32947711427251,0.0012977030801380126,False,False,False
cg22112841,-0.001357219857933643,0.8200224873674775,-0.655752337802953,0.4300111285340381,0.018793953886859668,0.0019074907906585943,0.82445735629265,64.96886878343649,3.6908599125908266,0.001294371496509255,False,False,False
cg22209918,-0.001451467476694741,0.8818059783055653,-0.6140502155924408,0.377057667269123,0.009424618095113555,0.0018907418324482562,0.8870762882676899,38.544265962815814,1.235437973658045,0.001399754684634275,False,False,False
cg22260478,-0.0017752099417833035,0.733365748874187,-0.6293789289981928,0.3961178362669122,0.013223498311528201,0.0028836237444913315,0.7403698816568206,43.03040311247475,3.5456226506394173,0.001617520047951496,False,False,False
cg22736354,0.0022399178555311313,0.14302643672982013,0.8188701323972211,0.6705482937322423,0.9350850736860005,0.003249686851719353,0.13781003311456944,248.09569598099947,105.88083769694039,0.001933885626221392,False,False,False
cg23100720,-0.0019501784020190876,0.633731947116198,-0.6072135154010708,0.3687082532857265,0.026683647393820103,0.003757418694512012,0.6388832551496365,110.01605487077745,61.416667902879425,0.0016402810982724327,False,False,False
cg01287975,0.0017056443611463883,0.11782750477399598,0.6525690536746344,0.4258463698138078,0.994663244798798,0.0021158360229577965,0.11603114108735826,52.6007909719694,3.524865279731852,0.0015366977049173568,False,False,False
cg04955333,-0.0019544740000124175,0.8768258569740504,-0.720960309097294,0.5197837672936657,0.003494240140010504,0.0024258749290348163,0.8777596883946615,51.577310403344214,2.9953503795834013,0.001704875825190417,False,False,False
cg05009601,0.0016034062732210562,0.11526144910458992,0.6337619910639484,0.40165426131734017,0.9928575326127135,0.002073994265223246,0.10966778972109462,37.72648124553653,1.2074574640287035,0.0015198347984974477,False,False,False
cg05168977,0.0011569735545735095,0.13764421097176055,0.56509267541308,0.31932973180551255,0.9741078288601134,0.0015291135501109214,0.13453260734941955,55.894392130330964,3.653724871945351,0.0011187463916387075,False,False,False
cg05724065,-0.0016516110338950297,0.8342108592631156,-0.6968549685477369,0.48560684718966735,0.0040050409868819005,0.0022161875707280777,0.8377656874648257,48.03387564692715,1.4237755017186715,0.0015136479758369866,False,False,False
cg05845765,-0.0015778563629466813,0.28687959684801534,-0.6326298121408225,0.40022047920933235,0.0015315466851336683,0.007419880247976192,0.2949848024186768,54.42190753809785,8.216842767941646,0.0011166540719829917,False,False,False
cg06445343,-0.0019100211696897176,0.86592337678264,-0.6613356007416568,0.437364776808328,0.025213834227802333,0.002632415107452863,0.8730567908847501,49.096732594388605,4.460350200256719,0.001761075151359287,False,False,False
cg08636573,-0.001923195202695988,0.8006044663448811,-0.5701048826936416,0.3250195772711308,0.01774406054785842,0.0028164951586234803,0.8063281381522855,29.90047454367468,2.9507204937473657,0.001723733275502761,False,False,False
cg12534424,0.0016550231270278776,0.2552610909047339,0.6925815866842071,0.4796692542140139,0.9942133740136291,0.002499055379413497,0.25240567236067724,68.10449294463598,5.941228503198723,0.0014804300153609493,False,False,False
cg13081213,-0.0014860590182241016,0.8699926452842319,-0.6049570928862312,0.3659730842333602,0.019421047844148793,0.0020004790689598525,0.8760155233875743,44.56884456018293,2.6760112629710986,0.0014312567536892622,False,False,False
cg13210467,0.0016425709059279953,0.34065884258272017,0.608583751778185,0.3703741829284115,0.9731992709641771,0.0030625922411960877,0.33423421513711943,43.13596920250977,3.5328895842053294,0.0014854576126744413,False,False,False
cg13665684,-0.0017373913213538505,0.8397224822892032,-0.6457904319460459,0.41704528199306057,0.004463556252972448,0.002272941318030155,0.8419089914959277,33.9385360801208,1.0116696997187427,0.0015513272263349633,False,False,False
cg14896463,-0.0014004227893910834,0.42674388632717547,-0.5603286899527294,0.313968240784142,0.1780314253901472,0.007805329146677611,0.436922938195639,57.05178268423753,7.189957138642086,0.0010009814078924542,False,False,False
cg15089950,-0.0016086142237575808,0.5250222109578324,-0.6034642810604179,0.3641691385157671,0.2300252144063852,0.0075875289482321235,0.5375649503067405,57.731132313562995,6.3239188618398785,0.0011787769155088032,False,False,False
cg15730857,-0.0018113165394070476,0.8482956542643272,-0.6820702936299512,0.46521988545244786,0.005067470426769698,0.0023868215706971956,0.851713346206235,44.67826460411477,2.018900379737821,0.001630156281842772,False,False,False
cg16313758,-0.0027069381547078592,0.8469654172760717,-0.7592100526122681,0.5763999039875229,0.5346857209360183,0.01461911628463218,0.8774456488012649,52.87156065184414,4.042316714034911,0.0013443149407922044,False,False,False
cg17136255,-0.001688266335768875,0.8088264092744497,-0.5963089640763316,0.35558438063778774,0.17511442909237707,0.003113266993059857,0.8146998014171118,58.81340944733043,9.47018690950382,0.0015046246381275159,False,False,False
cg17508941,0.002044563411281371,0.36709629849468967,0.6085724519553541,0.37036042927895185,0.9942280554532372,0.0038754805759347844,0.3605255162111847,27.806105636017453,1.6912257807835793,0.001732734518659233,False,False,False
cg18219226,-0.0011860808842217676,0.8640301887616575,-0.6034663373742715,0.36417162034391803,0.007680651790092009,0.0014879144013314326,0.8656698185365875,66.68418673047954,4.525293169902854,0.0011166122302000143,False,False,False
cg18338984,-0.003535176245360056,0.7503012209181987,-0.7603216936848209,0.5780890778877547,0.39702263532121496,0.019067237975879805,0.8035426498627346,37.436390896813144,4.083308954378895,0.0013934713949823507,False,False,False
cg19317433,-0.001441525466101215,0.5888339616396709,-0.6041022534981502,0.3649395326815433,0.02480083092192996,0.003009471333127774,0.5946901148209102,57.65029916324928,5.81696294987681,0.0013081302541031457,False,False,False
cg19759064,-0.0023672127137086578,0.7150382500183213,-0.7090027536077523,0.5026849046233751,0.4562447817787958,0.016167007362665693,0.7451210327602965,56.6537409749319,5.829215841299535,0.0010900080052983463,False,False,False
cg20665157,0.003512598827258724,0.420323833041643,0.7318067540284265,0.535541125241622,0.7804171310632466,0.0179973141293376,0.37180632299215055,29.34653416714571,2.3338775441530983,0.0014556784994981576,False,False,False
cg21229153,-0.0012922049573033346,0.8577368786246229,-0.6394960156471762,0.4089551540286134,0.010830034423481136,0.0016413570637349834,0.85932923631564,87.21198112924263,8.93935014989625,0.0012014331152014781,False,False,False
cg22452230,-0.0028132597901599425,0.6209942632103984,-0.670758179057408,0.4499165347724098,0.3359960859020886,0.018168402741610207,0.6583204958325882,41.43952227093763,12.442618632667164,0.0011414860533611687,False,False,False
cg23513966,0.0013224280267593318,0.16902805220139233,0.5582449309854337,0.3116374029709316,0.9858975474992936,0.0018963491421532797,0.1620826992707637,39.73437018612756,1.953518935933077,0.0013171227698206506,False,False,False
cg23934731,0.002745756236805394,0.4591973090489013,0.6462431611751214,0.4176302233656139,0.9973369550786898,0.006676136399881435,0.44503628390151045,19.59000769685391,1.2105157273753502,0.002021873332837768,False,False,False
cg25236230,0.00107372465039253,0.09475575626363368,0.5967291674008887,0.3560856992269578,0.9951660853416423,0.0012894738309334568,0.09276267153496905,44.739010199939756,0.7156956080752322,0.0010361252064383386,False,False,False
cg26295328,0.0015065944489371236,0.2369499712491136,0.600301706305397,0.3603621385931712,0.798425335933835,0.0030889295307425673,0.23296887740766992,85.1880676831583,17.56588800310416,0.0013227315574646664,False,False,False
cg00511674,0.0011076459064007008,0.10025297138786651,0.6180414787660642,0.3819752694753434,0.9869767961344384,0.001346959810914914,0.09839720897372731,78.04537114322208,4.927062691166517,0.0010602371583076043,False,False,False
cg04208403,-0.002074806510902722,0.7019847650575338,-0.7973063239805012,0.6356973742592998,0.44331596080228197,0.01280701865297927,0.7216579356036132,191.93842733561328,74.75753618495322,0.0011257583281624262,False,False,False
cg05544500,0.0012359995618870757,0.15322636615114596,0.5858489573361106,0.343219000811808,0.90295876279211,0.0019227572933378102,0.14702480542947144,58.64066079830303,3.893594442521548,0.0012225157492713635,False,False,False
cg06601581,-0.0023645997980731885,0.8075985869046522,-0.6930848497558714,0.48036660896111877,0.317998054102424,0.006245346955289519,0.8190502755423199,98.60814711265392,46.36992265982366,0.00178373686205743,False,False,False
cg07310671,-0.0018078641948702369,0.8225852153423115,-0.553380912934145,0.3062304347998278,0.007714376805814812,0.002416755391324351,0.8240281660200257,27.65023807991676,2.306214317355033,0.0015871841250275943,False,False,False
cg07336350,0.0021553275918811212,0.12137021207353679,0.716076240327696,0.5127651819618483,0.9943112688456154,0.0028422453219878745,0.11496765962237758,39.52259827413369,1.3727369230379887,0.0019352039447333223,False,False,False
cg10123654,-0.0014975985635977435,0.7973234669286068,-0.68285880578828,0.46629614864259583,0.07467801941819088,0.0023427541425316244,0.8015518820678426,114.4846221707199,18.291856975144924,0.0013791633235280443,False,False,False
cg03259243,0.002298542698343126,0.274065091314218,0.7357310735003336,0.5413002125139533,0.9956543949518989,0.0037057675914331178,0.26864758378450215,57.22327130244089,6.623439111433608,0.0019300615596730304,False,False,False
cg03497133,0.001157894752378802,0.48346997904983363,0.5740283053579259,0.32950849535209226,0.9776682433851334,0.002694221667297207,0.4798557815505683,72.19869068863281,7.532782051195759,0.001052425553283034,False,False,False
cg05373251,-0.0022242950638223656,0.8657202125846559,-0.6636611215452084,0.44044608425064385,0.005547059566639721,0.0029296338861820644,0.8705891871498599,35.08183375623584,2.0868674747925793,0.0019468902209662617,False,False,False
cg05396212,0.0013470241039275097,0.2459114417931351,0.616634549191392,0.3802381672564713,0.9767851506514563,0.002177131987490754,0.23850247829426421,48.98842608218297,2.1342580323070885,0.0013213289716877033,False,False,False
cg06365535,0.001494380520891382,0.19617277600597827,0.5694037157231723,0.32422059147935517,0.9823654172598731,0.0022370260397198737,0.18845358449174662,34.54312241887902,1.7063660271915075,0.00145213097220228,False,False,False
cg07584066,0.0022746011053171775,0.18951957801347175,0.6209110609633484,0.3855305456266309,0.9937780994482449,0.003272413644169466,0.1835035923744389,25.821721277219602,1.1996454300494894,0.001975118528604723,False,False,False
cg09648727,-0.0028199485104124927,0.7690300345032126,-0.720241268735303,0.518747485189439,0.0036617316639158707,0.004366159513077992,0.7758885623931259,36.84818978781705,4.175263777071337,0.0022760750418290635,False,False,False
cg11071401,0.002564915145201849,0.20609386540574642,0.7977178102172683,0.6363537047378337,0.4855188057376867,0.016257360958195174,0.1738329047417097,92.97447815051363,14.617497568426286,0.0011730696858990777,False,False,False
cg14244013,0.001569621807779371,0.19326498001606096,0.5825900651486954,0.3394111840099611,0.9907024564909548,0.0021969371999613773,0.19008146494407074,37.82277413465339,2.606277686945031,0.0014433578618393993,False,False,False
cg17459387,-0.0014482105770352958,0.864078402899437,-0.6345819548554716,0.40269425742819187,0.015853129898630396,0.0018705486655036796,0.86673308420587,97.7256184052663,16.643250237750426,0.0013450056144013822,False,False,False
cg20273670,0.0034447795824908128,0.3626595021365481,0.8161600219385997,0.6661171814108156,0.7327217109590959,0.016590736924007404,0.3184812447972032,66.35672725810439,12.936818553644066,0.0015439893627829098,False,False,False
cg22163280,-0.0012878487044046187,0.844873322809242,-0.5603803438053984,0.31402612972345645,0.006600200450004383,0.001594299401108838,0.8441645384750536,85.25825533858095,15.624817966940832,0.0011568378020105408,False,False,False
cg22353329,0.0010983023697340281,0.19636358722755637,0.6591859509700593,0.4345261179563014,0.9907267948893885,0.0014694053170065786,0.19541623470199906,205.69300655412417,40.65041518792308,0.0010238691090888603,False,False,False
cg24849872,0.001390836517377089,0.12541087904767828,0.5831629235067248,0.3400789953529102,0.9846284738929542,0.0018902800256276483,0.11827377232014662,40.312814370942576,1.7849246840044377,0.0013814572348805165,False,False,False
cg25309759,0.0010806761368094696,0.14062473653770707,0.5780601594947086,0.33415354799504793,0.9872082416710131,0.001384067516656528,0.13868837993098787,68.80479108734195,4.738612850072368,0.001036861929998011,False,False,False
cg01428589,0.0017876632396860918,0.13275379756045813,0.5640899505188878,0.31819747227640127,0.49474526239719285,0.006579284858600352,0.1219700482654717,28.530339686326442,1.3189039694746918,0.0013566395650621776,False,False,False
cg01542019,-0.0034040406050881633,0.7263403624293419,-0.7314609366387573,0.5350351018284482,0.40763748421113133,0.02172473056900295,0.7849283686120776,37.01722147580459,5.839186113858621,0.001160077375128997,False,False,False
cg04865692,0.0018223455469484192,0.14801781783742152,0.6744084441014077,0.4548267494752815,0.4318650514161889,0.009205396350366596,0.13529386911771377,65.38753502958996,7.325874820242477,0.0011922427368794026,False,False,False
cg07060551,0.0016283927717469701,0.09808687020882771,0.6377786810860533,0.4067616460478657,0.9920768660988035,0.001940191348072166,0.09769834764739038,32.44722621862894,0.6491555129544406,0.0014572384692152413,False,False,False
cg10640845,0.0015015917130176463,0.1489946695773563,0.5640458392068379,0.3181477087265461,0.9546244037530907,0.002072485157594624,0.1457057087143767,43.6501137736191,4.045056944252424,0.0013912017120409658,False,False,False
cg10783469,0.0020996722943711363,0.2647231376075431,0.5747783651953391,0.3303701690966266,0.5927326915088156,0.009157213659926961,0.249561826860253,32.2566815019859,3.814235469125857,0.0013783207484171786,False,False,False
cg15415136,0.0013073603593932942,0.14722352233709132,0.5583271271835594,0.3117291809490465,0.9777413526769366,0.0017146354011336401,0.14514521683925272,38.04470919630871,1.8486334055222529,0.0012234523928428061,False,False,False
cg27152890,0.0032919252870163463,0.1826927361655407,0.5725832717412311,0.3278516030778925,0.8779453596117778,0.006424165965848269,0.1571492778959058,10.566725003306402,0.21994323619467146,0.002597353042673958,False,False,False
cg17864091,-0.0013218881559574484,0.4748094787333033,-0.5819735849697453,0.3386932536025373,0.008630421410424197,0.0032960796116593798,0.4788207613551488,37.963298753984304,1.6010741437556082,0.0011519646926642976,False,False,False
cg19593767,0.0012967347966285983,0.2167379780235756,0.6327168272501124,0.40033058348544853,0.9801932889284024,0.0018376659100856284,0.2153219994430392,90.5599528913249,10.486247550581192,0.0011913160244642316,False,False,False
cg21721340,-0.0016633505168600483,0.6737100712416209,-0.5529070460191756,0.30570620153765077,0.0100340604259352,0.002812244835798026,0.6768761975440217,57.57345180778657,13.063579332855719,0.001455979785480833,False,False,False
cg22265644,0.0014627621427760228,0.1728668414392563,0.5791500375543042,0.33541476599915193,0.9742158120619969,0.0020344914936677215,0.1693352577520773,42.82591070160429,3.022972607717216,0.0013635345752013909,False,False,False
cg21937462,-0.0012759362841635938,0.7387855646564027,-0.5477514024070886,0.3000315988389323,0.10653115076055439,0.002339296642712237,0.744321882519382,43.78339415408205,2.736524727722181,0.0012087279797110316,False,False,False
cg10333278,-0.001635455173666648,0.8296832363209402,-0.6244681523193111,0.3899604732610943,0.030310458970934775,0.002294026386829696,0.8339588308005126,42.336982041432634,2.6026219091156846,0.0014996814103192503,False,False,False
cg04532200,-0.0016424698790110475,0.7733879557212662,-0.636487601483566,0.4051164668423027,0.14441649808420207,0.003043645590007938,0.7791648459728092,54.365081946283425,4.330413375850972,0.0014690284147228405,False,False,False
cg27064949,-0.002478992340014086,0.8406525497604116,-0.6188461467926287,0.3829705534000838,0.5717299416508757,0.017041170101455474,0.8805838354238821,29.15332932425,1.2260679633138816,0.0011354623538965014,False,False,False
cg00003345,-0.0016008361797558387,0.7355002179835863,-0.6286137894182497,0.39515529624677165,0.01802178285197467,0.0024904940390377546,0.7385566965425348,78.1381871601991,13.757747700588904,0.0014341541449670806,False,False,False
cg00145253,0.001411833114477004,0.20096862062339732,0.635657911810146,0.40406098084683534,0.9673710633114951,0.0020762868968094003,0.19664674284717826,53.79136089427455,2.8191467294014667,0.001327491142239526,False,False,False
cg00944884,-0.0014932136964878496,0.8048056439384341,-0.5938333928923704,0.3526380985140643,0.5617968747164268,0.008644206709988023,0.8145834859420366,64.62993974789686,6.518800225561159,0.0010037080259005025,False,False,False
cg01128109,-0.001213747340169621,0.8018409743761049,-0.5520688493349309,0.30478001440599467,0.0751414442888303,0.0018399151829488712,0.804357456891445,49.83937285531345,3.4914006362706247,0.0011369415776876037,False,False,False
cg01713950,-0.001991662892142736,0.846301763975325,-0.6603151755286192,0.43601613103339115,0.004342181376465482,0.0025694322660861765,0.8468939342629923,51.5367162554806,6.602031193993371,0.001717922774151808,False,False,False
cg03132729,-0.0016668166400848395,0.5453790947695547,-0.654144619542454,0.4279051832763418,0.2181595985748938,0.006682866623048637,0.5538245885376286,116.44610518022674,37.44496671079621,0.0012293030275579858,False,False,False
cg03422911,0.0015275354209475238,0.2094470601545113,0.6043792966518827,0.36527433422142447,0.9771292153969562,0.002224475281782307,0.20578462909612633,39.06472136526346,1.997692237448639,0.00140452365963303,False,False,False
cg04455430,0.0011246758204580683,0.10543620223448888,0.6587998404374612,0.43401722976042434,0.9720875046128296,0.0013946781007735606,0.10377076218468805,76.61310223957962,3.095193097292044,0.0010681667776435025,False,False,False
cg04578903,0.0016409342457096667,0.1835973548729203,0.6153106641573897,0.378607213425808,0.48241787303566386,0.007438760711776404,0.17398403194307302,50.677249893118606,3.535807971034303,0.0011746472476645575,False,False,False
cg04931216,0.0011027564457191858,0.14278090865122653,0.6020136780691722,0.36242046858237287,0.9854998189069427,0.0013890963515032436,0.1417957839725013,58.887677476513936,2.485965467130441,0.0010342548770283183,False,False,False
cg06335143,0.002251233100413051,0.10244952797182891,0.7914071349548696,0.6263252532574751,0.9878299543713703,0.0029011059685701284,0.09714781001892629,59.960712829041874,2.380418389267246,0.001990179508784771,False,False,False
cg06911110,-0.003154314649868796,0.8155343157804514,-0.7858932352220495,0.6176281771677795,0.5161061501876308,0.02112304236671661,0.8683931913656682,49.26692368731156,2.152508916651596,0.0011118015404881002,False,False,False
cg07158747,0.0011882623251798059,0.11279817144382401,0.5496969200973583,0.3021667039645215,0.6249988608886405,0.0026766857779996515,0.10878075859285338,53.21482570873544,3.2411876879862094,0.001085946259286119,False,False,False
cg07178825,0.0018501269668572736,0.25866737224386027,0.6745614141473746,0.45503310145650583,0.9724623469432724,0.0029570163877975265,0.25415913398514317,56.14908587622706,5.787863085963003,0.0016277290313701973,False,False,False
cg07234388,-0.0017499260544369668,0.8035750178084077,-0.6708677165633594,0.45006349312693594,0.5527678947552856,0.010467753882662438,0.8184915600121307,65.3635916440621,4.362962297306801,0.0010842660006325738,False,False,False
cg07368443,-0.0017601740129686463,0.4750454762151329,-0.6953278414345903,0.4834808070740867,0.2335147368990832,0.01112448603952896,0.4904252091183319,84.8729596581766,11.288759310546288,0.0010501334725788838,False,False,False
cg10221746,-0.0022444572715075045,0.8018542399782066,-0.7753249195878414,0.6011287309338929,0.5390412803752634,0.014248710886561069,0.8264070526044195,90.6355080236614,11.287641184333848,0.0011357384450563853,False,False,False
cg11120551,-0.002691094246197608,0.6543642678397578,-0.694223076837557,0.4819456804138046,0.2873182304190224,0.011163591924394556,0.6773892150223011,43.74656626141485,7.73650494704718,0.0015944166686839632,False,False,False
