,GSM1272122,GSM1272123,GSM1272124,GSM1272125,GSM1272126,GSM1272127,GSM1272128,GSM1272129,GSM1272130,GSM1272131,GSM1272132,GSM1272133,GSM1272134,GSM1272135,GSM1272136,GSM1272137,GSM1272138,GSM1272139,GSM1272140,GSM1272141,GSM1272142,GSM1272143,GSM1272144,GSM1272145,GSM1272146,GSM1272147,GSM1272148,GSM1272149,GSM1272150,GSM1272151,GSM1272152,GSM1272153,GSM1272154,GSM1272155,GSM1272156,GSM1272157,GSM1272158,GSM1272159,GSM1272160,GSM1272161,GSM1272162,GSM1272163,GSM1272164,GSM1272165,GSM1272166,GSM1272167,GSM1272168,GSM1272169,GSM1272170,GSM1272171,GSM1272172,GSM1272173,GSM1272174,GSM1272175,GSM1272176,GSM1272177,GSM1272178,GSM1272179,GSM1272180,GSM1272181,GSM1272182,GSM1272183,GSM1272184,GSM1272185,GSM1272186,GSM1272187,GSM1272188,GSM1272189,GSM1272190,GSM1272191,GSM1272192,GSM1272193,GSM1272194,GSM1272195,GSM1272196,GSM1272197,GSM1272198,GSM1272199,GSM1272200,GSM1272201,GSM1272202,GSM1272203,GSM1272204,GSM1272205,GSM1272206,GSM1272207,GSM1272208
cg05156137,0.4329194,0.4267076,0.3979726,0.3346195,0.2747171,0.3363203,0.3788823,0.260336,0.358691,0.333554,0.2194656,0.3145491,0.3696408,0.2730331,0.3066342,0.3806988,0.3372669,0.3842384,0.3057511,0.2644022,0.3087922,0.3931533,0.3161121,0.3039834,0.2572901,0.3392552,0.2609644,0.3050131,0.3603604,0.3174379,0.3199364,0.335816,0.363575,0.1997092,0.3416021,0.3859124,0.2267901,0.2427583,0.1811068,0.1912665,0.307264,0.2906383,0.2868363,0.2717091,0.3201754,0.270877,0.2983121,0.3970154,0.1594397,0.3285158,0.2604777,0.3180716,0.2501864,0.2036703,0.3096026,0.1978896,0.324572,0.3156229,0.1946724,0.3193308,0.2378718,0.2436709,0.1766803,0.1972697,0.2488912,0.1504514,0.1635067,0.1801991,0.1550296,0.1494932,0.2353469,0.2146897,0.3042008,0.2178699,0.1833559,0.2734481,0.2591889,0.1560088,0.2155525,0.1838134,0.2622852,0.1743459,0.1627782,0.113006,0.1897103,0.2359891,0.2348191
cg07502389,0.1285902,0.1043769,0.1246377,0.1222684,0.1282106,0.1380783,0.1044856,0.1130161,0.09377102,0.1384204,0.09619672,0.1125879,0.09035472,0.1092754,0.1091085,0.0993079,0.1058872,0.1029993,0.1198332,0.116283,0.1347899,0.0985002,0.0941527,0.06963654,0.1080198,0.0892426,0.1309551,0.07433674,0.1067244,0.1305419,0.145122,0.1144436,0.1278619,0.1391285,0.1284113,0.1032734,0.09350464,0.1310539,0.1518755,0.09414396,0.1531915,0.1280875,0.1011673,0.126454,0.1134813,0.1092241,0.09925862,0.1105801,0.1175376,0.1541397,0.1053495,0.1000492,0.1138998,0.1250599,0.1014679,0.1291719,0.08251204,0.10804,0.1752933,0.148703,0.1126249,0.1390707,0.1422283,0.1630203,0.167784,0.1884732,0.189923,0.1788578,0.1285998,0.2364373,0.153525,0.1436029,0.1472387,0.1339259,0.1613622,0.1325661,0.1639026,0.1692254,0.1791881,0.1754217,0.1733958,0.1497201,0.1293505,0.1416299,0.1614882,0.1066534,0.3016563
cg16477091,0.1316161,0.1268515,0.1189439,0.1554044,0.1370025,0.1392833,0.09047981,0.1137159,0.117315,0.1198828,0.1092154,0.1013642,0.1145805,0.1353527,0.1119042,0.1100666,0.1219588,0.09732877,0.1164211,0.09938687,0.1311211,0.106343,0.1033278,0.09831131,0.1330264,0.08209551,0.1047914,0.09981244,0.1331611,0.1266921,0.1638003,0.1096491,0.1210375,0.1163506,0.1194758,0.1013859,0.1024622,0.1155529,0.1135906,0.1133406,0.1136364,0.1213972,0.1169131,0.1435702,0.09038846,0.1169907,0.1302548,0.09638779,0.1215522,0.1563634,0.1158821,0.1188613,0.09307109,0.1151136,0.1136347,0.1196391,0.09244925,0.1318209,0.159971,0.1604411,0.1473608,0.1378749,0.1297722,0.1592887,0.1302605,0.1415479,0.1622393,0.1525196,0.1573438,0.1286278,0.1556762,0.1335279,0.1291651,0.1396616,0.1417956,0.1351315,0.1652959,0.1127151,0.1897566,0.1082231,0.129171,0.1423492,0.1347228,0.1634934,0.1564756,0.1211742,0.1489702
cg19029181,0.1192993,0.1799441,0.1911965,0.2437636,0.2562022,0.2508907,0.2178173,0.1785966,0.2029664,0.1834121,0.1495013,0.2184214,0.2581673,0.2682252,0.1767327,0.1735579,0.2051414,0.1746756,0.1713599,0.1721138,0.262619,0.234273,0.1683374,0.1339322,0.1870355,0.1770521,0.2234905,0.1403826,0.1648148,0.123977,0.1911728,0.1490061,0.2046628,0.215065,0.2484621,0.1792374,0.1589671,0.23709,0.2532803,0.1771625,0.2768477,0.2122438,0.1740006,0.1874921,0.1534801,0.1437824,0.1517296,0.1516777,0.1964724,0.2201126,0.2266508,0.1980198,0.1814547,0.1588435,0.1740435,0.22711,0.1175591,0.2061576,0.2718553,0.2361855,0.2041554,0.2132371,0.4011473,0.2725147,0.2352206,0.2520056,0.2924883,0.2636476,0.2634707,0.3533088,0.268582,0.2172952,0.2385353,0.2062394,0.2322638,0.2179146,0.2849329,0.2280702,0.2834244,0.2196793,0.2389359,0.2288147,0.2441295,0.3873468,0.2462848,0.220094,0.322087
cg27320127,0.1450417,0.1414755,0.1360043,0.1584792,0.1968373,0.2058096,0.1389506,0.1431776,0.1736778,0.1586845,0.1287051,0.1178401,0.1696298,0.1639314,0.1694582,0.1423391,0.1751314,0.1358529,0.108652,0.1350915,0.1748316,0.1164638,0.1026122,0.1014812,0.1505623,0.1179662,0.1866229,0.1145315,0.1059482,0.1460818,0.1565738,0.1250335,0.1395522,0.1376072,0.1280701,0.1182632,0.1156623,0.1465321,0.14913,0.1189785,0.1650461,0.1710287,0.1248799,0.1872701,0.119293,0.1468324,0.120603,0.1288381,0.1393991,0.1552458,0.1106241,0.1340902,0.1252353,0.1182856,0.1245209,0.154645,0.111083,0.1254911,0.2110208,0.1588307,0.159937,0.1407336,0.1574214,0.1976067,0.1482712,0.1958169,0.1674754,0.1719778,0.2033339,0.1970038,0.2170143,0.1704141,0.1916083,0.1514526,0.1810021,0.1622052,0.2226336,0.2073124,0.1848398,0.1383925,0.1567348,0.1598996,0.1401162,0.1441913,0.165481,0.1622247,0.1382548
cg08262002,0.5196629,0.5463962,0.5468267,0.4753167,0.3936192,0.4281941,0.5711685,0.4669223,0.4656866,0.4079289,0.4235274,0.417123,0.532711,0.3917051,0.4030284,0.4883556,0.5048493,0.5525573,0.5375186,0.4584266,0.464552,0.4949712,0.5134185,0.4675875,0.4726551,0.4772251,0.4154259,0.4877357,0.5426497,0.5392017,0.5593309,0.5742842,0.5476103,0.4049031,0.49967,0.5651151,0.555258,0.5217551,0.4395084,0.5062734,0.4787099,0.5898632,0.4438901,0.5069972,0.6125607,0.6005229,0.5952546,0.560993,0.5320374,0.5146837,0.5116279,0.5392947,0.4900884,0.5222476,0.5891089,0.5251032,0.6022791,0.5426731,0.4771558,0.4813115,0.4815594,0.3182816,0.3991491,0.4600735,0.4897476,0.4543333,0.4534022,0.4068508,0.4298524,0.3055744,0.4295233,0.4670017,0.5870651,0.5118784,0.4873573,0.4997315,0.4323276,0.3117902,0.5168944,0.3521825,0.4498713,0.4125163,0.4100383,0.3061414,0.413251,0.4872758,0.4441943
cg08541518,0.140811,0.1150037,0.1326983,0.1359364,0.144297,0.1495071,0.1272791,0.128519,0.1560621,0.1251731,0.1254176,0.1206695,0.1535588,0.167559,0.1352622,0.1179107,0.1530598,0.1242786,0.1413316,0.1447432,0.1832194,0.1335795,0.09828755,0.1215559,0.1684793,0.1463158,0.1916941,0.08195971,0.1041348,0.1452254,0.1538006,0.1262761,0.1657853,0.137711,0.1287534,0.1059522,0.120313,0.1331261,0.1503885,0.1211201,0.1468675,0.1304489,0.1198946,0.1575269,0.09925926,0.155187,0.1085733,0.1313955,0.1418679,0.1408242,0.1468927,0.1329739,0.1403042,0.103315,0.1156746,0.206717,0.1232575,0.1094713,0.1918776,0.1444848,0.1714496,0.1309538,0.1546748,0.1937261,0.1752668,0.1666428,0.1634655,0.1645949,0.2154279,0.1840149,0.1514366,0.1762615,0.1738035,0.1171376,0.1574161,0.1653346,0.1523137,0.1705415,0.2050008,0.135865,0.1806741,0.1343691,0.1203534,0.1536862,0.1881019,0.1780848,0.1868028
cg17885226,0.1917366,0.1405771,0.1771814,0.2077647,0.2612444,0.2377114,0.1922143,0.193884,0.2200663,0.2116573,0.1921846,0.202076,0.1990272,0.2459049,0.2116753,0.1523554,0.2223803,0.169026,0.1842249,0.1930454,0.277844,0.1920367,0.1583446,0.130087,0.2060978,0.1616782,0.3336428,0.1788361,0.1600225,0.2064469,0.2306994,0.1616258,0.1896419,0.2004596,0.1889155,0.1772265,0.1548318,0.1963917,0.2302667,0.1723471,0.2370892,0.2332265,0.1750059,0.2417646,0.1801628,0.2241506,0.186469,0.191326,0.2355577,0.2588612,0.2257677,0.240067,0.1940514,0.2061828,0.1893262,0.2973865,0.1690793,0.1756186,0.2946398,0.2762201,0.2201162,0.2036298,0.2670719,0.2721704,0.2818732,0.2808267,0.2926719,0.2813162,0.2886598,0.3169101,0.2769428,0.2602148,0.2615789,0.2445674,0.263211,0.2668764,0.3123735,0.2748863,0.2858591,0.2379679,0.2806546,0.2467958,0.2572286,0.2519746,0.2872539,0.2420802,0.268926
cg11693709,0.3852131,0.4393049,0.4329723,0.3588662,0.2770683,0.3871023,0.4945189,0.3404109,0.4201842,0.2664711,0.2213979,0.237858,0.543201,0.3490296,0.2677713,0.4568192,0.4239359,0.4035758,0.3787339,0.2922518,0.4269494,0.2748145,0.3699313,0.2604554,0.3038332,0.2736921,0.2893682,0.3695712,0.419591,0.4221039,0.4574912,0.4685491,0.4329105,0.2662825,0.4604383,0.4691819,0.4398108,0.4762396,0.3549316,0.4292887,0.3425387,0.4712657,0.3922813,0.4386229,0.5481114,0.5767481,0.4493231,0.4666465,0.3823777,0.4445971,0.4257085,0.4284755,0.4389798,0.3620852,0.3840456,0.4571401,0.5716803,0.4633333,0.3864286,0.4268523,0.434767,0.2252824,0.2986756,0.3726739,0.331798,0.3723153,0.2820536,0.2443704,0.396347,0.2505578,0.3921544,0.3750142,0.4783322,0.4258551,0.3272099,0.4775714,0.362747,0.287691,0.3616071,0.2509808,0.3638417,0.3295889,0.3090441,0.267599,0.2992399,0.4067342,0.3452308
cg09692396,0.3835608,0.5256556,0.5573006,0.4376079,0.4280694,0.4538305,0.4777288,0.4368395,0.4746987,0.3959301,0.4374165,0.4000175,0.4515649,0.3720748,0.4155418,0.4557236,0.440304,0.3785698,0.3070252,0.286918,0.2901226,0.3013008,0.3174346,0.4413584,0.3514765,0.3543167,0.3170925,0.3894861,0.3878465,0.3287791,0.4408395,0.4646001,0.4163305,0.3835879,0.4147986,0.407107,0.3900243,0.370777,0.3406944,0.3940901,0.3143826,0.3700238,0.332905,0.3164216,0.3933949,0.3687276,0.3594041,0.2730431,0.2060437,0.2440642,0.2263552,0.2731367,0.3438872,0.2549348,0.2971532,0.2774037,0.3484812,0.2504734,0.3700137,0.3932686,0.41179,0.3711767,0.3434317,0.3510126,0.3565736,0.351366,0.2962264,0.3166037,0.3235928,0.2920711,0.3104038,0.3246346,0.2886857,0.3561151,0.3138547,0.3351204,0.249981,0.195862,0.2185831,0.1922681,0.2598397,0.3227715,0.239835,0.1541006,0.2468393,0.2636209,0.2774616
cg10616795,0.8828632,0.904891,0.9019684,0.8320453,0.7806551,0.8988992,0.9219067,0.8992339,0.8947435,0.846292,0.8163062,0.8749597,0.9099579,0.887346,0.8451388,0.918418,0.8932169,0.9290598,0.9165916,0.8942497,0.8272075,0.8794181,0.8885995,0.8777377,0.8038895,0.8129022,0.7711902,0.8638989,0.8655357,0.9017114,0.8488635,0.772366,0.8027671,0.6973523,0.8891655,0.8461683,0.8645764,0.9025963,0.736228,0.8158355,0.7175003,0.9023058,0.8171965,0.8371994,0.9164553,0.888236,0.8983346,0.8719352,0.8179457,0.8313623,0.8297761,0.8033557,0.7827964,0.6576274,0.8181147,0.8133129,0.899036,0.8295402,0.8217775,0.6669294,0.7741104,0.5574383,0.5698777,0.7347878,0.6777108,0.8030475,0.712411,0.6549761,0.7416058,0.6290524,0.8186378,0.8140033,0.8958256,0.7673514,0.7458929,0.8779141,0.8391076,0.5440096,0.7519187,0.6795106,0.721283,0.751552,0.5950426,0.5885379,0.7373233,0.7682202,0.7501873
cg00876267,0.6238312,0.6318089,0.6339837,0.6027994,0.5182842,0.5608121,0.6319395,0.6203319,0.5957633,0.5873721,0.5581695,0.5622905,0.6386964,0.5622668,0.5830811,0.6056814,0.5795295,0.6079895,0.603841,0.553498,0.5571803,0.5256667,0.5698362,0.5737929,0.5437459,0.5733598,0.5682262,0.6034844,0.6633339,0.5901944,0.6383185,0.5881333,0.5719213,0.5268188,0.5539516,0.6177129,0.6111489,0.5947148,0.5551655,0.5987398,0.5590234,0.6051345,0.5722548,0.5851556,0.6308466,0.6450545,0.6425848,0.5836653,0.5361502,0.5753531,0.6019383,0.5810933,0.57049,0.5789971,0.5749632,0.5528664,0.6301092,0.6381984,0.5695228,0.5853432,0.5900753,0.4951056,0.5274726,0.5095652,0.5583994,0.5427666,0.5584727,0.4998795,0.584412,0.4170763,0.5833821,0.5477605,0.6349307,0.539654,0.5809443,0.5669584,0.5181954,0.4354478,0.5367481,0.5196485,0.5748007,0.5090294,0.5706921,0.3463304,0.5114354,0.5324278,0.5286956
cg03032497,0.1553908,0.1372232,0.1690534,0.1996746,0.1818703,0.1885931,0.1489946,0.1704499,0.1488032,0.1776411,0.1694785,0.1409937,0.1580963,0.1870139,0.1864141,0.135191,0.1367188,0.1469741,0.1602913,0.1768804,0.2092491,0.1410942,0.15262,0.0952805,0.1715076,0.151926,0.2133737,0.1122133,0.1652511,0.1454939,0.1496608,0.123256,0.1441512,0.1645785,0.1485171,0.1525835,0.1212933,0.1565034,0.1725757,0.1758505,0.1731077,0.150904,0.1515597,0.1685625,0.1417185,0.1368631,0.1550661,0.1527107,0.1827618,0.1818869,0.1544382,0.1553226,0.1580285,0.170408,0.1654817,0.2131275,0.1576367,0.1552128,0.1855307,0.2133733,0.213894,0.1851448,0.2125615,0.2100104,0.2181477,0.1846755,0.2330752,0.2134096,0.2121945,0.3878077,0.2011942,0.1884509,0.2116014,0.1904412,0.2106971,0.2102199,0.2220561,0.4521508,0.2489282,0.1607912,0.2307191,0.1850718,0.264405,0.2503605,0.2272638,0.1864082,0.2256974
cg18633600,0.1496754,0.1591464,0.1723349,0.1840219,0.2397832,0.2233099,0.1805354,0.1882353,0.1914823,0.1711257,0.1896413,0.1621743,0.2046839,0.2176957,0.1687016,0.1522587,0.1843255,0.1512842,0.1428482,0.1948912,0.2324878,0.1504007,0.1282433,0.146356,0.2064832,0.1429804,0.2545912,0.1319215,0.1561475,0.1759702,0.2034167,0.1504262,0.1638622,0.1704891,0.1726386,0.1445406,0.1406534,0.174729,0.1816752,0.1732595,0.1741439,0.1874739,0.1634543,0.228709,0.1605707,0.2107202,0.1595769,0.178538,0.1669199,0.2213801,0.1784481,0.1677434,0.1783684,0.1717303,0.1407466,0.1874515,0.1457291,0.1634732,0.2688074,0.25885,0.2115651,0.1637961,0.2170523,0.243605,0.213673,0.1961256,0.2069166,0.1972178,0.2500672,0.2052096,0.2197153,0.2109051,0.2327909,0.2016278,0.2206067,0.19599,0.2798596,0.2516425,0.2627293,0.1635155,0.2262344,0.2038262,0.2047335,0.1482024,0.2322176,0.1764852,0.1939831
cg00439658,0.132692,0.1291153,0.1393963,0.1413841,0.2041829,0.1849841,0.1237213,0.1360998,0.1416188,0.1524161,0.1327379,0.1145194,0.1381705,0.1969215,0.144346,0.1283813,0.1759713,0.134997,0.1240973,0.1115422,0.1833434,0.1094448,0.1327221,0.1167658,0.1382757,0.1187403,0.1894944,0.09576056,0.1293752,0.1431601,0.1587983,0.1532262,0.1531633,0.1587687,0.1491688,0.1463238,0.118373,0.1400961,0.1542657,0.1216337,0.1452463,0.1558482,0.1252411,0.162618,0.1111184,0.106943,0.1177205,0.1475159,0.1633475,0.1596552,0.1376774,0.1646262,0.124508,0.1270216,0.1244647,0.1932188,0.1291252,0.1345849,0.194127,0.199372,0.1646694,0.1719329,0.2397993,0.1992857,0.1933584,0.1825805,0.2019161,0.1905918,0.2045046,0.2051462,0.1888566,0.1562452,0.1678826,0.1689802,0.1842595,0.1527313,0.2122686,0.1755443,0.2027593,0.1405888,0.1764804,0.1504575,0.169581,0.1749666,0.194426,0.1704207,0.2118915
cg20816447,0.3768844,0.4062418,0.4341832,0.2702156,0.2230831,0.2662769,0.323669,0.2753852,0.341393,0.23476,0.2041166,0.2638128,0.3772033,0.2887237,0.2089755,0.2551363,0.2591342,0.3387097,0.3281167,0.2866538,0.2326351,0.2694567,0.278481,0.3089539,0.2820828,0.2691466,0.2874659,0.1718957,0.3424479,0.2871114,0.3028711,0.3597576,0.2920354,0.118428,0.237542,0.3405454,0.2468376,0.2827319,0.2530297,0.2953795,0.2700163,0.3038404,0.278487,0.2889585,0.4188034,0.3579865,0.391243,0.3204499,0.1901339,0.2784209,0.3360902,0.312,0.2475,0.3257443,0.2987319,0.2553957,0.3478939,0.3451724,0.2222222,0.2412207,0.2524116,0.1767764,0.2194268,0.1130283,0.1804511,0.2246495,0.1666667,0.1411645,0.2201835,0.1480226,0.2462043,0.184058,0.2392638,0.1938263,0.221124,0.2749835,0.2178771,0.09206137,0.1793027,0.1623644,0.1924857,0.226612,0.2271439,0.08442057,0.188744,0.255814,0.1367376
cg19283806,0.4665904,0.5377766,0.5687951,0.4065534,0.4736023,0.4767519,0.5872501,0.5620968,0.4075411,0.438951,0.4287685,0.5086665,0.6063321,0.4441446,0.4362998,0.4483362,0.4455559,0.563172,0.4869153,0.4216035,0.3643411,0.4566201,0.4901518,0.4488232,0.3703306,0.507965,0.254684,0.4765452,0.4586515,0.35449,0.4447905,0.5029833,0.4570507,0.2397383,0.4139806,0.4278537,0.4660651,0.4033585,0.2912394,0.3226984,0.4750589,0.3972426,0.4044828,0.4091318,0.4007707,0.3868794,0.4388981,0.334946,0.304857,0.3096136,0.3621034,0.4685959,0.2384681,0.3168335,0.416613,0.2614273,0.5290396,0.4095292,0.3241996,0.2764575,0.3171021,0.2443549,0.2330443,0.2772889,0.2989274,0.3739226,0.2584611,0.1461885,0.2416529,0.1544666,0.2687362,0.3569971,0.277003,0.2864986,0.2312804,0.3273045,0.2741804,0.1562819,0.1423954,0.171061,0.3144542,0.1707217,0.2052192,0.2491228,0.1792512,0.3738236,0.1573832
cg00481951,0.1788872,0.1513277,0.1374086,0.1660619,0.2154636,0.2055032,0.1587117,0.1503605,0.1732787,0.1917585,0.1700138,0.1671747,0.1292861,0.1840685,0.1861852,0.1537494,0.1265349,0.1456451,0.1596099,0.185607,0.2069226,0.1565784,0.1475238,0.1429338,0.1689913,0.1488813,0.2261602,0.1248453,0.1444004,0.156294,0.1407088,0.1376621,0.1427824,0.1709865,0.1352874,0.1339897,0.127583,0.140987,0.1808999,0.1610362,0.1838197,0.1386273,0.1494155,0.1827482,0.1531619,0.1324993,0.1437396,0.1633908,0.1458396,0.2138313,0.1883532,0.1636694,0.1388201,0.1407391,0.1720117,0.2264806,0.1302326,0.1484834,0.2283541,0.2080149,0.1873766,0.2004159,0.2281565,0.2164552,0.1958901,0.2207195,0.2031076,0.2216332,0.2358192,0.2079428,0.1475672,0.1795288,0.210408,0.1890544,0.1488369,0.206331,0.2295863,0.2271995,0.232769,0.1908915,0.2164271,0.1948164,0.2141989,0.1833921,0.2409982,0.185747,0.2926041
cg14042143,0.4769181,0.5472581,0.6608211,0.4909287,0.4540475,0.4899731,0.7175652,0.4884854,0.6194788,0.5269584,0.4446611,0.4919122,0.653719,0.5696786,0.4970005,0.5348755,0.6036428,0.5226713,0.5828716,0.5069345,0.5849095,0.4880825,0.5176075,0.5769384,0.5164488,0.5666667,0.5711219,0.4757033,0.6167863,0.5870323,0.7473522,0.7524626,0.6674331,0.5346006,0.653228,0.8085107,0.7233914,0.6775068,0.6429743,0.7213097,0.6908038,0.6688131,0.6731634,0.7078496,0.7918552,0.8309035,0.7822738,0.762531,0.6753632,0.6896206,0.6720082,0.6692168,0.6883024,0.6304665,0.7221115,0.7369103,0.8107973,0.7052675,0.5800106,0.7133167,0.663224,0.457545,0.5909052,0.5600437,0.6977544,0.5935504,0.616665,0.564373,0.6457565,0.5051572,0.6309641,0.585646,0.7687146,0.721807,0.6324439,0.7289503,0.6099634,0.5329466,0.6511961,0.5564963,0.5928091,0.5797153,0.6206366,0.3789496,0.5757248,0.6825239,0.574034
cg06493994,0.190079,0.1599409,0.1693592,0.1770488,0.2040216,0.1861768,0.1555556,0.1623927,0.1717986,0.1675295,0.1663588,0.1445954,0.1568058,0.1660483,0.172504,0.131071,0.1768497,0.1266313,0.1410251,0.1523724,0.1915242,0.1408813,0.1359771,0.1101726,0.1402757,0.1201897,0.1586941,0.1138227,0.1466653,0.1718552,0.1841524,0.1681947,0.157161,0.1669011,0.1669718,0.151563,0.1332414,0.1712388,0.1731014,0.1657821,0.1784465,0.1843291,0.1443714,0.1854236,0.1343756,0.1542542,0.1423972,0.1467699,0.1705803,0.1732211,0.1264014,0.1429351,0.1176441,0.150711,0.137205,0.1631027,0.118024,0.1468218,0.233214,0.2251321,0.1968833,0.1896931,0.2090424,0.2197463,0.200743,0.2108978,0.2078616,0.1942293,0.215858,0.2583503,0.2042454,0.1925295,0.2082404,0.1756976,0.1939156,0.158517,0.221111,0.2421719,0.2153904,0.1629714,0.1766004,0.1592649,0.1927846,0.1785829,0.2078508,0.1792033,0.2337605
cg11970349,0.1723639,0.1824321,0.1580909,0.2035481,0.2500366,0.232115,0.1674958,0.1647523,0.2005491,0.1895928,0.1771994,0.1696296,0.1948529,0.2040887,0.2063504,0.1878201,0.2053517,0.187479,0.1872189,0.202682,0.2273865,0.1797817,0.1476288,0.1471346,0.1959161,0.1874522,0.2766722,0.1695567,0.188013,0.2004979,0.221471,0.1658965,0.1807859,0.2116448,0.2143166,0.1739979,0.1584345,0.1900073,0.2059118,0.2003624,0.2005754,0.1956827,0.1642929,0.2050706,0.1718288,0.2083333,0.1879447,0.1795743,0.2273257,0.2123764,0.199773,0.1867338,0.2024488,0.2014845,0.1955271,0.2413429,0.1620499,0.1960942,0.2627189,0.2816716,0.217381,0.2162906,0.2353379,0.2710397,0.2384797,0.2497203,0.2359711,0.2534066,0.2588185,0.2957465,0.2358366,0.2042284,0.2486309,0.2261429,0.2308709,0.2369435,0.2424456,0.2708954,0.278681,0.2325342,0.2340231,0.2250654,0.2351263,0.2442625,0.2843041,0.2253012,0.2266388
cg02699218,0.2108196,0.218095,0.2542311,0.2892957,0.3972844,0.3563329,0.2408925,0.3114177,0.3119324,0.2752911,0.2597521,0.2821976,0.3252143,0.3415056,0.2791953,0.290764,0.359215,0.328346,0.2749204,0.3423199,0.3902239,0.2956358,0.2167201,0.2639904,0.3375502,0.2877145,0.3873538,0.2270935,0.3194076,0.3242745,0.2743271,0.2207936,0.2600873,0.2763405,0.3264153,0.2528865,0.2298647,0.310669,0.3151929,0.250409,0.3249946,0.3133875,0.2656525,0.3128034,0.2439838,0.2877625,0.2771581,0.3169885,0.3285519,0.3576277,0.2598231,0.3374675,0.2190098,0.3011965,0.2683962,0.387232,0.2630552,0.32744,0.4003089,0.3368566,0.2984423,0.3835894,0.3976271,0.4372014,0.3489545,0.3975598,0.4128335,0.311637,0.379694,0.3967882,0.3853754,0.339774,0.3587125,0.3638023,0.3274213,0.3283247,0.3928771,0.4542377,0.4176729,0.3199753,0.3205094,0.3684424,0.3806355,0.3805019,0.5610085,0.3094753,0.3337752
cg04503319,0.7979071,0.8162894,0.7740036,0.7853323,0.7736894,0.810913,0.8424684,0.8115135,0.8050972,0.734229,0.7753579,0.7824594,0.855827,0.7716455,0.7477723,0.7818915,0.8197259,0.8105897,0.7996579,0.7867398,0.7806721,0.8334683,0.7989402,0.7923011,0.7976031,0.747378,0.6957277,0.7981189,0.826188,0.6251163,0.6577941,0.6381216,0.6574349,0.579222,0.7380655,0.6280143,0.6357685,0.683639,0.5970829,0.6221985,0.5959148,0.7039682,0.6092648,0.6333193,0.8127884,0.7607078,0.6523398,0.6524832,0.5985588,0.6977915,0.6706372,0.6074871,0.6359628,0.5475299,0.6611497,0.6324495,0.7845255,0.7339441,0.5647718,0.558929,0.5573608,0.5271067,0.5390615,0.6352715,0.531142,0.5871095,0.5631458,0.4933282,0.6184487,0.4561333,0.6604562,0.6104172,0.6765358,0.6276452,0.7061783,0.6972733,0.6181864,0.5048448,0.5953241,0.5676152,0.606883,0.6529781,0.5731414,0.5794898,0.5605688,0.5870132,0.6045849
cg21572722,0.3331513,0.2602798,0.2744794,0.3209876,0.3288057,0.3276588,0.2987156,0.2981963,0.2838313,0.3154832,0.3086227,0.307965,0.2618445,0.3230456,0.3247299,0.2625818,0.3066278,0.2598945,0.3045649,0.3068804,0.3331584,0.2587326,0.2577566,0.2562524,0.3202523,0.2940184,0.3949661,0.2499297,0.3038318,0.3063008,0.3170781,0.267254,0.27388,0.3331168,0.2970489,0.3070251,0.2851179,0.2925323,0.3428085,0.2961322,0.3230824,0.3490982,0.297875,0.3542221,0.2552528,0.3316304,0.30053,0.3266999,0.3389525,0.3612846,0.3256153,0.3127303,0.2903585,0.3200301,0.3481505,0.3798409,0.2581938,0.3012254,0.3961485,0.3903244,0.3588862,0.3297574,0.3910874,0.3891776,0.3817231,0.3741028,0.376604,0.4209697,0.4099422,0.4720063,0.3518208,0.3456023,0.3799976,0.3305089,0.3768944,0.3567584,0.4028679,0.3969055,0.4167662,0.3621937,0.3958333,0.3612614,0.389679,0.3882667,0.3890743,0.3225175,0.3814708
cg24466241,0.1703879,0.1494128,0.1703105,0.1815567,0.3222495,0.2713379,0.1671455,0.2042746,0.188566,0.2184156,0.1951678,0.1789844,0.218833,0.3125522,0.1711441,0.1927711,0.2303783,0.1438588,0.1359564,0.1967894,0.2459641,0.1365704,0.1254859,0.1315621,0.1969263,0.1256123,0.231973,0.1064063,0.2332525,0.2283348,0.1740185,0.1369634,0.1516154,0.2496753,0.2026186,0.1845522,0.1690839,0.1915013,0.2608666,0.1484969,0.2753839,0.189153,0.176148,0.2629678,0.1191965,0.1222216,0.151909,0.135805,0.1686599,0.2001092,0.1658639,0.1825473,0.2270818,0.1786756,0.1126771,0.1971159,0.1180204,0.1217911,0.3106917,0.2469084,0.2172323,0.2501196,0.2957575,0.3361865,0.2796908,0.2230016,0.2927971,0.3090676,0.2881319,0.336072,0.305702,0.2535712,0.1805041,0.2071317,0.2435941,0.2602969,0.2360717,0.2530839,0.2865796,0.2073293,0.2575393,0.2605701,0.2518162,0.2490924,0.2433248,0.1716088,0.222328
